#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         THEMIS
#     SOURCE_NAME                     THB>Themis Probe B
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       FGM
#     DESCRIPTOR                      L2>L2 DATA
#     DATA_VERSION                    1
#     PI_NAME                         V. Angelopoulos, U. Auster & K.H. Glassmeier and W. Baumjohann
#     PI_AFFILIATION                  UCB, TUBS and IWF respectively, NASA NAS5-02099
#     TITLE                           Fluxgate Magnetometer Measurements
#     TEXT                            Sensor and electronics design provided by TUBS (Glassmeier, Auster) and IWF                            
#                                      (Baumjohann, Magnes)                                                                                  
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   THEMIS
#                                     ARTEMIS
#     LOGICAL_SOURCE                  thb_l2_fgm
#     LOGICAL_FILE_ID                 thb_l2_fgm_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Spacecraft-collected fluxgate magnetometer, Decimated TeleMetry High, DSL, GSE                         
#                                      and GSM coordinates                                                                                   
#     TIME_RESOLUTION                 1/4-1/128s
#     RULES_OF_USE                    Open Data for Scientific Use
#     GENERATED_BY                    THEMIS SOC
#     GENERATION_DATE                 Fri Jul 12 23:36:53 2019
#     ACKNOWLEDGEMENT                 NASA Contract NAS5-02099
#     MODS                            Rev- 2006-09-18
#     ADID_REF                        NSSD0110
#     LINK_TEXT                       THEMIS FGM
#                                     Higher resolution data and analysis s/w from
#                                     Detailed description of the
#     LINK_TITLE                      Processing History
#                                     THEMIS mission website
#                                     FGM instrument
#     HTTP_LINK                       http://themis.ssl.berkeley.edu/fgm_proc_history.shtml
#                                     http://themis.ssl.berkeley.edu/
#                                     http://themis.ssl.berkeley.edu/instrument_fgm.shtml
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     CAVEATS                         See THEMIS website for caveats
#     VALIDITY                        to be validated
#     VALIDATOR                       tbd
#     VALIDATE                        Compatible with the ISTP CDF Standards
#     INST_MOD                        THM>xxxx
#     PARENTS                         xxxx
#     INST_SETTINGS                   Not used
#     SOFTWARE_VERSION                26797
#     SPASE_DATASETRESOURCEID         spase://VSPO/NumericalData/THEMIS/B/FGM/PT0.0078125S
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. thb_fgs_epoch
#  2. ---- FGS (spin-resolution/~3 sec) magnetic  field B in XYZ GSE Coordinates
#       NOTES:  Units are in nanotesla
#
UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2019-01-07T14:37:13.528Z,1.54871,-0.257258,3.58712
2019-01-07T14:37:17.838Z,2.07179,0.186729,3.33543
2019-01-07T14:37:22.147Z,2.08967,0.0849869,3.34019
2019-01-07T14:37:26.457Z,1.44776,-0.247796,3.47064
2019-01-07T14:37:30.766Z,0.859753,-0.643492,3.67356
2019-01-07T14:37:35.076Z,1.25686,-0.117880,3.50506
2019-01-07T14:37:39.385Z,1.62687,-0.0646571,3.38366
2019-01-07T14:37:43.695Z,1.89668,-0.494094,3.24501
2019-01-07T14:37:48.004Z,2.03824,-0.559944,3.10460
2019-01-07T14:37:52.314Z,2.15224,-0.764380,3.15070
2019-01-07T14:37:56.623Z,2.14797,-0.819923,3.11032
2019-01-07T14:38:00.933Z,2.17888,-0.587482,3.11483
2019-01-07T14:38:05.242Z,2.36111,-0.620782,3.06216
2019-01-07T14:38:09.552Z,2.43322,-0.543060,2.92255
2019-01-07T14:38:13.861Z,2.31813,-0.417736,2.90246
2019-01-07T14:38:18.171Z,2.40030,-0.483681,2.95323
2019-01-07T14:38:22.481Z,2.30236,-0.336455,2.97863
2019-01-07T14:38:26.790Z,2.49779,-0.279129,2.86171
2019-01-07T14:38:31.100Z,2.79800,-0.102704,2.63543
2019-01-07T14:38:35.409Z,2.54349,-0.332592,2.87960
2019-01-07T14:38:39.719Z,2.58002,0.148260,2.84361
2019-01-07T14:38:44.028Z,2.56633,-0.663148,2.81145
2019-01-07T14:38:48.338Z,2.48795,-0.422370,2.93440
2019-01-07T14:38:52.647Z,2.64330,0.401741,2.63519
2019-01-07T14:38:56.957Z,2.51394,-0.125497,2.75976
2019-01-07T14:39:01.266Z,2.45811,-0.357454,2.81440
2019-01-07T14:39:05.576Z,2.52699,-0.0558932,2.72445
2019-01-07T14:39:09.885Z,2.35280,-0.317644,2.82556
2019-01-07T14:39:14.195Z,2.41329,-0.428319,3.02791
2019-01-07T14:39:18.504Z,2.44464,-0.197122,3.02661
2019-01-07T14:39:22.814Z,2.42465,-0.539829,3.06483
2019-01-07T14:39:27.123Z,2.27294,-0.855802,3.12421
2019-01-07T14:39:31.433Z,2.29379,-0.730094,3.06831
2019-01-07T14:39:35.742Z,2.03547,-1.27755,2.86067
2019-01-07T14:39:40.052Z,2.50592,0.848977,2.59347
2019-01-07T14:39:44.361Z,2.51153,0.103320,2.60673
2019-01-07T14:39:48.671Z,2.57831,0.389455,2.57187
2019-01-07T14:39:52.980Z,2.22125,1.33076,2.21256
2019-01-07T14:39:57.290Z,2.52761,0.346606,2.43976
2019-01-07T14:40:01.599Z,2.14702,0.456143,2.72112
2019-01-07T14:40:05.909Z,1.95512,0.317157,2.78854
2019-01-07T14:40:10.218Z,2.18220,1.18065,2.44956
2019-01-07T14:40:14.528Z,1.93551,1.79857,2.20126
2019-01-07T14:40:18.837Z,2.28439,1.07099,2.67007
2019-01-07T14:40:23.147Z,2.07985,0.746778,2.81896
2019-01-07T14:40:27.456Z,1.88137,-0.163653,3.18539
2019-01-07T14:40:31.766Z,2.20626,0.113044,2.96087
2019-01-07T14:40:36.075Z,1.98201,-0.590321,3.00607
2019-01-07T14:40:40.385Z,1.88446,-0.869631,2.91802
2019-01-07T14:40:44.694Z,2.15257,-0.267869,2.70836
2019-01-07T14:40:49.004Z,2.12357,-0.141193,2.77077
2019-01-07T14:40:53.313Z,2.19055,-0.320590,2.85691
2019-01-07T14:40:57.623Z,1.96036,-0.617076,2.95213
2019-01-07T14:41:01.932Z,2.04030,-0.605091,3.03495
2019-01-07T14:41:06.242Z,2.09120,-0.759433,3.09009
2019-01-07T14:41:10.551Z,2.14197,-0.534133,2.85620
2019-01-07T14:41:14.861Z,2.09892,-0.105381,2.41599
2019-01-07T14:41:19.170Z,1.98777,-0.477805,2.49351
2019-01-07T14:41:23.480Z,1.72115,-0.947897,2.60483
2019-01-07T14:41:27.789Z,1.49874,-1.33854,2.86745
2019-01-07T14:41:32.099Z,1.02027,-1.88370,3.00965
2019-01-07T14:41:36.408Z,1.14764,-2.15884,2.91602
2019-01-07T14:41:40.718Z,1.20870,-2.30578,2.81143
2019-01-07T14:41:45.027Z,1.02665,-3.09526,2.70096
2019-01-07T14:41:49.337Z,0.957051,-2.84937,2.71347
2019-01-07T14:41:53.646Z,0.908013,-2.90625,2.93589
2019-01-07T14:41:57.956Z,0.298947,-3.41198,2.26547
2019-01-07T14:42:02.265Z,0.130177,-3.48894,2.13495
2019-01-07T14:42:06.575Z,0.181662,-3.60932,2.32037
2019-01-07T14:42:10.884Z,0.293139,-3.49532,2.28592
2019-01-07T14:42:15.194Z,0.278109,-3.58775,2.29236
2019-01-07T14:42:19.503Z,0.433186,-3.54264,2.33090
2019-01-07T14:42:23.813Z,0.388917,-3.37175,2.32466
2019-01-07T14:42:28.122Z,0.476796,-3.52930,2.39240
2019-01-07T14:42:32.432Z,0.466240,-3.34857,2.34684
2019-01-07T14:42:36.741Z,0.106663,-3.25671,2.42881
2019-01-07T14:42:41.051Z,0.0882400,-3.37502,2.34275
2019-01-07T14:42:45.360Z,0.111690,-3.55724,2.35292
2019-01-07T14:42:49.670Z,0.156564,-3.52973,2.46648
2019-01-07T14:42:53.979Z,0.150780,-3.46281,2.29895
2019-01-07T14:42:58.289Z,-0.00706255,-3.43553,2.21722
2019-01-07T14:43:02.598Z,-0.115164,-3.43770,2.23716
2019-01-07T14:43:06.908Z,-0.0810604,-3.49341,2.27300
2019-01-07T14:43:11.217Z,-0.136592,-3.63325,2.29879
2019-01-07T14:43:15.527Z,-0.264704,-3.64178,2.11998
2019-01-07T14:43:19.836Z,-0.219435,-3.69400,2.14368
2019-01-07T14:43:24.146Z,-0.0111036,-3.70993,2.26341
2019-01-07T14:43:28.455Z,-0.0693239,-3.63458,2.24907
2019-01-07T14:43:32.765Z,-0.100229,-3.65251,2.25061
2019-01-07T14:43:37.074Z,-0.199907,-3.42854,2.02723
2019-01-07T14:43:41.384Z,-0.227265,-3.64997,2.22230
2019-01-07T14:43:45.693Z,-0.236288,-3.57372,2.09837
2019-01-07T14:43:50.003Z,-0.238193,-3.75421,2.17351
2019-01-07T14:43:54.312Z,-0.238941,-3.53043,2.27225
2019-01-07T14:43:58.622Z,-0.202462,-3.59298,2.27612
2019-01-07T14:44:02.931Z,-0.361662,-3.52615,2.35083
2019-01-07T14:44:07.241Z,-0.664001,-3.57445,2.08814
2019-01-07T14:44:11.550Z,-0.697360,-3.72834,2.11859
2019-01-07T14:44:15.860Z,-0.745572,-3.78919,2.10358
2019-01-07T14:44:20.169Z,-0.673692,-3.66078,1.99589
2019-01-07T14:44:24.479Z,-0.638824,-3.76164,2.07506
2019-01-07T14:44:28.788Z,-0.427056,-3.70157,2.04127
2019-01-07T14:44:33.098Z,0.118390,-3.57651,2.26282
2019-01-07T14:44:37.407Z,0.159754,-3.26701,2.26690
2019-01-07T14:44:41.717Z,0.539425,-3.48847,2.18664
2019-01-07T14:44:46.026Z,0.289657,-3.56386,2.24839
2019-01-07T14:44:50.336Z,0.317973,-3.53847,2.28173
2019-01-07T14:44:54.645Z,0.568809,-3.28383,2.25199
2019-01-07T14:44:58.955Z,0.518054,-3.44108,2.30937
2019-01-07T14:45:03.264Z,0.511951,-3.40203,2.36473
2019-01-07T14:45:07.574Z,0.500933,-3.46672,2.35942
2019-01-07T14:45:11.883Z,0.417421,-3.42547,2.27105
2019-01-07T14:45:16.193Z,0.377037,-3.51617,2.34246
2019-01-07T14:45:20.502Z,0.449788,-3.55842,2.34162
2019-01-07T14:45:24.812Z,0.463908,-3.35964,2.30931
2019-01-07T14:45:29.121Z,0.215938,-3.39361,2.19732
2019-01-07T14:45:33.431Z,0.104246,-3.50698,2.23467
2019-01-07T14:45:37.740Z,0.321253,-3.73388,2.28711
2019-01-07T14:45:42.050Z,-0.181732,-3.63850,2.16212
2019-01-07T14:45:46.359Z,-0.287047,-3.54862,2.20229
2019-01-07T14:45:50.669Z,-0.0100946,-3.59126,2.28088
2019-01-07T14:45:54.978Z,-0.0181578,-3.72523,2.22033
2019-01-07T14:45:59.288Z,0.283442,-3.48151,2.25170
2019-01-07T14:46:03.597Z,0.344587,-3.35783,2.15034
2019-01-07T14:46:07.907Z,0.286447,-3.40426,2.10400
2019-01-07T14:46:12.216Z,0.121164,-3.39851,2.17605
2019-01-07T14:46:16.526Z,0.109312,-3.72902,2.24283
2019-01-07T14:46:20.835Z,0.329293,-3.34578,2.12218
2019-01-07T14:46:25.145Z,0.612135,-3.17645,2.01834
2019-01-07T14:46:29.454Z,0.374270,-3.28978,2.01575
2019-01-07T14:46:33.764Z,0.306160,-3.38609,2.01908
2019-01-07T14:46:38.073Z,0.370698,-3.48694,2.14017
2019-01-07T14:46:42.383Z,0.272891,-3.57954,2.00605
2019-01-07T14:46:46.692Z,0.273128,-3.68029,1.94512
2019-01-07T14:46:51.002Z,0.180782,-3.69950,2.08293
2019-01-07T14:46:55.311Z,0.228837,-3.65967,2.12687
2019-01-07T14:46:59.621Z,0.305288,-3.46583,2.04218
2019-01-07T14:47:03.930Z,0.231606,-3.48166,2.04010
2019-01-07T14:47:08.240Z,0.149407,-3.53010,2.04130
2019-01-07T14:47:12.549Z,0.182627,-3.74776,2.11173
2019-01-07T14:47:16.859Z,0.0713075,-3.57616,2.15230
2019-01-07T14:47:21.168Z,0.110280,-3.70302,2.01122
2019-01-07T14:47:25.478Z,0.325364,-3.75987,2.06686
2019-01-07T14:47:29.787Z,0.364451,-3.91584,2.14286
2019-01-07T14:47:34.097Z,0.292790,-3.79447,2.11768
2019-01-07T14:47:38.406Z,0.384565,-3.88100,2.12162
2019-01-07T14:47:42.716Z,0.405582,-3.78434,2.00777
2019-01-07T14:47:47.025Z,0.488999,-3.88244,1.98606
2019-01-07T14:47:51.335Z,0.459762,-3.88370,1.93833
2019-01-07T14:47:55.644Z,0.307412,-3.81511,1.89401
2019-01-07T14:47:59.954Z,0.0105016,-3.77211,1.97276
2019-01-07T14:48:04.263Z,-0.828736,-4.08478,1.69925
2019-01-07T14:48:08.573Z,-0.147518,-4.19487,1.90785
2019-01-07T14:48:12.882Z,-0.192513,-3.90034,1.94233
2019-01-07T14:48:17.192Z,-0.395922,-4.21342,1.96671
2019-01-07T14:48:21.501Z,-0.399258,-3.98217,2.10033
2019-01-07T14:48:25.811Z,-0.354756,-3.97506,2.24573
2019-01-07T14:48:30.120Z,-0.143303,-3.69245,2.30487
2019-01-07T14:48:34.430Z,-0.00555219,-3.59013,2.38488
2019-01-07T14:48:38.739Z,-0.0748207,-3.29698,2.46980
2019-01-07T14:48:43.049Z,0.127802,-3.35359,2.55502
2019-01-07T14:48:47.358Z,0.0507846,-3.68153,2.45140
2019-01-07T14:48:51.668Z,0.0248844,-3.91403,2.27004
2019-01-07T14:48:55.977Z,-0.0708359,-3.78048,2.45742
2019-01-07T14:49:00.287Z,-0.247380,-3.83506,2.43154
2019-01-07T14:49:04.596Z,-0.247439,-3.81342,2.40552
2019-01-07T14:49:08.906Z,-0.0925571,-3.60324,2.42400
2019-01-07T14:49:13.215Z,-0.0874946,-3.56069,2.46722
2019-01-07T14:49:17.525Z,0.169816,-3.82551,2.61021
2019-01-07T14:49:21.834Z,0.155041,-3.85425,2.53276
2019-01-07T14:49:26.144Z,-0.0525862,-3.58306,2.63044
2019-01-07T14:49:30.453Z,-0.00857061,-3.58142,2.42557
2019-01-07T14:49:34.763Z,-0.511556,-4.01519,2.23045
2019-01-07T14:49:39.072Z,-0.716925,-3.98632,2.04402
2019-01-07T14:49:43.382Z,-0.572837,-4.00963,2.17277
2019-01-07T14:49:47.691Z,-0.383832,-3.94111,2.33410
2019-01-07T14:49:52.001Z,-0.416582,-3.91078,2.30684
2019-01-07T14:49:56.310Z,-0.474351,-3.93681,2.22867
2019-01-07T14:50:00.620Z,-0.496505,-4.00872,2.33103
2019-01-07T14:50:04.929Z,-0.509670,-3.99915,2.17827
2019-01-07T14:50:09.239Z,-0.402414,-4.08044,2.27697
2019-01-07T14:50:13.548Z,-0.410949,-4.01290,2.33828
2019-01-07T14:50:17.858Z,-0.432122,-3.88019,2.35109
2019-01-07T14:50:22.167Z,-0.359518,-3.86124,2.36771
2019-01-07T14:50:26.477Z,-0.598285,-4.05057,2.29270
2019-01-07T14:50:30.786Z,-0.510847,-4.03870,2.24776
2019-01-07T14:50:35.096Z,-0.527368,-4.24110,2.05149
2019-01-07T14:50:39.405Z,-0.550660,-4.02367,2.17742
2019-01-07T14:50:43.715Z,-0.499307,-4.01481,2.20379
2019-01-07T14:50:48.024Z,-0.422543,-4.02933,2.19120
2019-01-07T14:50:52.334Z,-0.388047,-3.88601,2.33728
2019-01-07T14:50:56.643Z,-0.0356244,-3.67485,2.45578
2019-01-07T14:51:00.953Z,0.0114502,-3.85382,2.42423
2019-01-07T14:51:05.262Z,-0.317444,-4.10440,2.31896
2019-01-07T14:51:09.572Z,-0.501837,-4.02899,2.26469
2019-01-07T14:51:13.881Z,-0.290698,-3.78843,2.38169
2019-01-07T14:51:18.191Z,-0.310752,-3.84492,2.42895
2019-01-07T14:51:22.500Z,-0.0821484,-3.80499,2.49850
2019-01-07T14:51:26.810Z,-0.139505,-3.99670,2.43748
2019-01-07T14:51:31.119Z,-0.293700,-3.86568,2.52939
2019-01-07T14:51:35.429Z,-0.573008,-3.91633,2.42476
2019-01-07T14:51:39.738Z,-0.172824,-3.80752,2.58704
2019-01-07T14:51:44.048Z,-0.453956,-3.91005,2.39559
2019-01-07T14:51:48.357Z,-0.458803,-3.96740,2.18443
2019-01-07T14:51:52.667Z,-0.389064,-4.19748,2.01272
2019-01-07T14:51:56.976Z,-0.524715,-4.25602,2.20767
2019-01-07T14:52:01.286Z,-0.343480,-4.17930,2.30861
2019-01-07T14:52:05.595Z,-0.324485,-3.95526,2.25293
2019-01-07T14:52:09.905Z,-0.328684,-4.00029,2.19808
2019-01-07T14:52:14.214Z,-0.387218,-3.95280,2.40664
2019-01-07T14:52:18.524Z,-0.201765,-4.19576,2.46934
2019-01-07T14:52:22.833Z,-0.469063,-3.93743,1.77391
2019-01-07T14:52:27.143Z,-0.759361,-4.33526,1.55940
2019-01-07T14:52:31.452Z,-1.02705,-4.49799,1.21376
2019-01-07T14:52:35.762Z,-0.781790,-4.67785,1.27351
2019-01-07T14:52:40.071Z,-0.910828,-4.39767,1.11537
2019-01-07T14:52:44.381Z,-0.850626,-4.40012,1.18759
2019-01-07T14:52:48.690Z,-1.05986,-4.44601,1.16048
2019-01-07T14:52:53.000Z,-0.997894,-4.65371,1.09340
2019-01-07T14:52:57.309Z,-1.05325,-4.60809,1.06731
2019-01-07T14:53:01.619Z,-1.05368,-4.60684,1.07312
2019-01-07T14:53:05.928Z,-1.09132,-4.68399,1.08072
2019-01-07T14:53:10.238Z,-1.18036,-4.48376,1.07100
2019-01-07T14:53:14.547Z,-1.12262,-4.63636,1.00710
2019-01-07T14:53:18.857Z,-1.18413,-4.53004,1.01034
2019-01-07T14:53:23.166Z,-1.14257,-4.65018,0.999405
2019-01-07T14:53:27.476Z,-1.08431,-4.64704,1.09779
2019-01-07T14:53:31.785Z,-1.02130,-4.65758,1.13222
2019-01-07T14:53:36.095Z,-1.04999,-4.70337,1.13072
2019-01-07T14:53:40.404Z,-0.983726,-4.80919,1.22856
2019-01-07T14:53:44.714Z,-0.987415,-4.71266,1.17097
2019-01-07T14:53:49.023Z,-0.799765,-4.89753,1.12362
2019-01-07T14:53:53.333Z,-1.00878,-4.67946,1.12867
2019-01-07T14:53:57.642Z,-0.904352,-4.66672,1.15814
2019-01-07T14:54:01.952Z,-0.890970,-4.69109,1.14296
2019-01-07T14:54:06.261Z,-0.949112,-4.73752,1.09663
2019-01-07T14:54:10.571Z,-0.827295,-4.80363,1.11066
2019-01-07T14:54:14.880Z,-0.855040,-4.69493,1.26563
2019-01-07T14:54:19.190Z,-0.762461,-4.76230,1.23191
2019-01-07T14:54:23.499Z,-0.757143,-4.65606,1.19124
2019-01-07T14:54:27.809Z,-0.791070,-4.66529,1.23348
2019-01-07T14:54:32.118Z,-0.665877,-4.60539,1.39802
2019-01-07T14:54:36.428Z,-0.609953,-4.54528,1.28237
2019-01-07T14:54:40.737Z,-0.657321,-4.50848,1.31376
2019-01-07T14:54:45.047Z,-0.604537,-4.64678,1.31671
2019-01-07T14:54:49.356Z,-0.612562,-4.45186,1.21024
2019-01-07T14:54:53.666Z,-0.632165,-4.59554,1.35870
2019-01-07T14:54:57.975Z,-0.797016,-4.61939,1.09488
2019-01-07T14:55:02.285Z,-0.620648,-4.75028,1.17265
2019-01-07T14:55:06.594Z,-0.568177,-4.68022,1.10350
2019-01-07T14:55:10.904Z,-0.613388,-4.64964,1.10582
2019-01-07T14:55:15.213Z,-0.565212,-4.63892,1.36684
2019-01-07T14:55:19.522Z,-0.520432,-4.40367,1.40539
2019-01-07T14:55:23.832Z,-0.434778,-4.60140,1.65268
2019-01-07T14:55:28.141Z,-0.551689,-4.51377,1.71081
2019-01-07T14:55:32.451Z,-0.638067,-4.42861,1.79924
2019-01-07T14:55:36.760Z,-0.542191,-4.52695,1.74795
2019-01-07T14:55:41.070Z,-0.528436,-4.53092,1.70093
2019-01-07T14:55:45.379Z,-0.514013,-4.62271,1.75220
2019-01-07T14:55:49.689Z,-0.560206,-4.56055,1.54907
2019-01-07T14:55:53.998Z,-0.414059,-4.66110,1.37365
2019-01-07T14:55:58.308Z,-0.535150,-4.46824,1.18894
2019-01-07T14:56:02.617Z,-0.472966,-4.41198,1.15402
2019-01-07T14:56:06.927Z,-0.450558,-4.52678,1.09774
2019-01-07T14:56:11.236Z,-0.499928,-4.71314,1.25923
2019-01-07T14:56:15.546Z,-0.540547,-4.71727,1.22655
2019-01-07T14:56:19.855Z,-0.609305,-4.56132,1.10863
2019-01-07T14:56:24.165Z,-0.552851,-4.69601,1.22719
2019-01-07T14:56:28.474Z,-0.535777,-4.55232,1.30467
2019-01-07T14:56:32.784Z,-0.606262,-4.64180,1.33997
2019-01-07T14:56:37.093Z,-0.581810,-4.44077,1.40267
2019-01-07T14:56:41.403Z,-0.599334,-4.48307,1.38903
2019-01-07T14:56:45.712Z,-0.727610,-4.77720,1.20409
2019-01-07T14:56:50.022Z,-0.659579,-4.82369,1.19770
2019-01-07T14:56:54.331Z,-0.782396,-4.86206,1.33124
2019-01-07T14:56:58.641Z,-0.751136,-4.72360,1.35589
2019-01-07T14:57:02.950Z,-0.683947,-4.60315,1.33816
2019-01-07T14:57:07.260Z,-0.685991,-4.66859,1.08922
2019-01-07T14:57:11.569Z,-0.638857,-4.85502,1.24872
2019-01-07T14:57:15.879Z,-0.693192,-4.79087,1.18207
2019-01-07T14:57:20.188Z,-0.787461,-4.91879,1.12299
2019-01-07T14:57:24.498Z,-0.838852,-4.74156,1.04765
2019-01-07T14:57:28.807Z,-0.769367,-4.75657,1.15991
2019-01-07T14:57:33.117Z,-0.697176,-4.83652,1.12432
2019-01-07T14:57:37.426Z,-0.794053,-4.85685,1.15815
2019-01-07T14:57:41.736Z,-0.738502,-4.81714,1.07433
2019-01-07T14:57:46.045Z,-0.800234,-4.71019,1.08047
2019-01-07T14:57:50.355Z,-0.747134,-4.79226,1.19059
2019-01-07T14:57:54.664Z,-0.968872,-4.66600,0.979052
2019-01-07T14:57:58.974Z,-0.727062,-4.83591,1.08531
2019-01-07T14:58:03.283Z,-0.815188,-4.92440,1.05492
2019-01-07T14:58:07.593Z,-0.879726,-4.80938,1.09885
2019-01-07T14:58:11.902Z,-0.884789,-4.85192,1.05563
2019-01-07T14:58:16.212Z,-0.920933,-4.83328,1.10091
2019-01-07T14:58:20.521Z,-0.892756,-4.92905,1.10515
2019-01-07T14:58:24.831Z,-0.995814,-4.80272,1.06131
2019-01-07T14:58:29.140Z,-1.13908,-4.83203,1.16695
2019-01-07T14:58:33.450Z,-1.05978,-4.83236,1.09346
2019-01-07T14:58:37.759Z,-0.581797,-4.83385,0.979536
2019-01-07T14:58:42.069Z,-0.592315,-4.83920,0.982957
2019-01-07T14:58:46.378Z,-0.658111,-4.92071,0.928287
2019-01-07T14:58:50.688Z,-0.556111,-4.87949,0.963708
2019-01-07T14:58:54.997Z,-0.849192,-4.81185,1.12915
2019-01-07T14:58:59.307Z,-1.07774,-4.60884,1.12070
2019-01-07T14:59:03.616Z,-0.732971,-4.97611,0.995696
2019-01-07T14:59:07.926Z,-0.968520,-4.81004,0.970180
2019-01-07T14:59:12.235Z,-1.21665,-4.85085,1.05216
2019-01-07T14:59:16.545Z,-1.10596,-4.85614,0.997342
2019-01-07T14:59:20.854Z,-1.09434,-4.68945,0.956429
2019-01-07T14:59:25.164Z,-1.15270,-4.72108,1.07804
2019-01-07T14:59:29.473Z,-1.03900,-4.63494,1.04055
2019-01-07T14:59:33.783Z,-1.10596,-4.85614,0.997344
2019-01-07T14:59:38.092Z,-1.12291,-4.77853,1.00698
2019-01-07T14:59:42.402Z,-1.08288,-4.79418,1.07442
2019-01-07T14:59:46.711Z,-1.07401,-4.90563,1.06225
2019-01-07T14:59:51.021Z,-1.18558,-4.81190,1.02169
2019-01-07T14:59:55.330Z,-1.19188,-4.62196,0.891971
2019-01-07T14:59:59.640Z,-1.20299,-4.64709,0.930137
2019-01-07T15:00:03.949Z,-1.17295,-4.89126,0.905160
2019-01-07T15:00:08.259Z,-1.17556,-4.79784,0.833033
2019-01-07T15:00:12.568Z,-1.07617,-4.91359,0.926293
2019-01-07T15:00:16.878Z,-1.18688,-4.82235,0.874106
2019-01-07T15:00:21.187Z,-1.18011,-4.69883,0.787067
2019-01-07T15:00:25.497Z,-1.14956,-4.78725,0.924371
2019-01-07T15:00:29.806Z,-1.10082,-4.68498,0.878607
2019-01-07T15:00:34.116Z,-1.11169,-4.81087,0.855844
2019-01-07T15:00:38.425Z,-1.22422,-4.75731,0.881867
2019-01-07T15:00:42.735Z,-1.19085,-4.95396,0.923363
2019-01-07T15:00:47.044Z,-1.15786,-4.82047,0.924753
2019-01-07T15:00:51.354Z,-1.30849,-4.77104,0.692153
2019-01-07T15:00:55.663Z,-1.25345,-4.85871,0.776110
2019-01-07T15:00:59.973Z,-1.17305,-4.94810,0.795094
2019-01-07T15:01:04.282Z,-1.25193,-4.84888,0.920794
2019-01-07T15:01:08.592Z,-1.21839,-4.75992,0.968421
2019-01-07T15:01:12.901Z,-1.14083,-4.75528,0.918184
2019-01-07T15:01:17.211Z,-1.16997,-4.69969,0.980521
2019-01-07T15:01:21.520Z,-1.25862,-4.82960,1.01090
2019-01-07T15:01:25.830Z,-1.29327,-4.71518,1.09385
2019-01-07T15:01:30.139Z,-1.28874,-4.72824,1.03282
2019-01-07T15:01:34.449Z,-1.30438,-4.75449,0.966991
2019-01-07T15:01:38.758Z,-1.29069,-4.73682,0.893947
2019-01-07T15:01:43.068Z,-1.28007,-4.93920,0.965536
2019-01-07T15:01:47.377Z,-1.32089,-4.77826,0.912795
2019-01-07T15:01:51.687Z,-1.30417,-4.75511,0.964087
2019-01-07T15:01:55.996Z,-1.24277,-4.81815,0.908795
2019-01-07T15:02:00.306Z,-1.26423,-4.82761,0.921450
2019-01-07T15:02:04.615Z,-1.33920,-4.93985,0.878786
2019-01-07T15:02:08.925Z,-1.29023,-4.82402,0.995144
2019-01-07T15:02:13.234Z,-1.31053,-4.80811,0.773280
2019-01-07T15:02:17.544Z,-1.44442,-4.83568,0.533949
2019-01-07T15:02:21.853Z,-1.43243,-4.89898,0.591165
2019-01-07T15:02:26.163Z,-1.61388,-4.97508,0.493139
2019-01-07T15:02:30.472Z,-1.53818,-4.82204,0.472127
2019-01-07T15:02:34.782Z,-1.47894,-4.87886,0.445902
2019-01-07T15:02:39.091Z,-1.49554,-4.94529,0.446661
2019-01-07T15:02:43.401Z,-1.58693,-4.81000,0.740946
2019-01-07T15:02:47.710Z,-1.59015,-4.88662,0.891553
2019-01-07T15:02:52.020Z,-1.70237,-4.79102,0.859713
2019-01-07T15:02:56.329Z,-1.64261,-4.82060,0.607689
2019-01-07T15:03:00.639Z,-1.63258,-4.80654,0.419028
2019-01-07T15:03:04.948Z,-1.65167,-4.80867,0.564739
2019-01-07T15:03:09.258Z,-1.67174,-4.76501,0.670027
2019-01-07T15:03:13.567Z,-1.92046,-4.63945,0.462748
2019-01-07T15:03:17.877Z,-1.73313,-4.81630,0.502269
2019-01-07T15:03:22.186Z,-1.61723,-4.90828,0.649726
2019-01-07T15:03:26.496Z,-1.69171,-4.79302,0.497308
2019-01-07T15:03:30.805Z,-1.89614,-4.87423,0.432283
2019-01-07T15:03:35.115Z,-1.89319,-4.56083,0.264610
2019-01-07T15:03:39.424Z,-1.87972,-4.49247,0.223484
2019-01-07T15:03:43.734Z,-1.85711,-4.77234,0.187260
2019-01-07T15:03:48.043Z,-1.73227,-4.81879,0.490647
2019-01-07T15:03:52.353Z,-1.67198,-4.67844,0.565932
2019-01-07T15:03:56.662Z,-1.63024,-4.59893,0.668136
2019-01-07T15:04:00.972Z,-1.58211,-4.69506,0.515046
2019-01-07T15:04:05.281Z,-1.58152,-4.92568,0.610270
