#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         THEMIS
#     SOURCE_NAME                     THB>Themis Probe B
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       FGM
#     DESCRIPTOR                      L2>L2 DATA
#     DATA_VERSION                    1
#     PI_NAME                         V. Angelopoulos, U. Auster & K.H. Glassmeier and W. Baumjohann
#     PI_AFFILIATION                  UCB, TUBS and IWF respectively, NASA NAS5-02099
#     TITLE                           Fluxgate Magnetometer Measurements
#     TEXT                            Sensor and electronics design provided by TUBS (Glassmeier, Auster) and IWF                            
#                                      (Baumjohann, Magnes)                                                                                  
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   THEMIS
#                                     ARTEMIS
#     LOGICAL_SOURCE                  thb_l2_fgm
#     LOGICAL_FILE_ID                 thb_l2_fgm_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Spacecraft-collected fluxgate magnetometer, Decimated TeleMetry High, DSL, GSE                         
#                                      and GSM coordinates                                                                                   
#     TIME_RESOLUTION                 1/4-1/128s
#     RULES_OF_USE                    Open Data for Scientific Use
#     GENERATED_BY                    THEMIS SOC
#     GENERATION_DATE                 Fri Jul 12 23:51:58 2019
#     ACKNOWLEDGEMENT                 NASA Contract NAS5-02099
#     MODS                            Rev- 2006-09-18
#     ADID_REF                        NSSD0110
#     LINK_TEXT                       THEMIS FGM
#                                     Higher resolution data and analysis s/w from
#                                     Detailed description of the
#     LINK_TITLE                      Processing History
#                                     THEMIS mission website
#                                     FGM instrument
#     HTTP_LINK                       http://themis.ssl.berkeley.edu/fgm_proc_history.shtml
#                                     http://themis.ssl.berkeley.edu/
#                                     http://themis.ssl.berkeley.edu/instrument_fgm.shtml
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     CAVEATS                         See THEMIS website for caveats
#     VALIDITY                        to be validated
#     VALIDATOR                       tbd
#     VALIDATE                        Compatible with the ISTP CDF Standards
#     INST_MOD                        THM>xxxx
#     PARENTS                         xxxx
#     INST_SETTINGS                   Not used
#     SOFTWARE_VERSION                26797
#     SPASE_DATASETRESOURCEID         spase://VSPO/NumericalData/THEMIS/B/FGM/PT0.0078125S
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. thb_fgs_epoch
#  2. ---- FGS (spin-resolution/~3 sec) magnetic  field B in XYZ GSE Coordinates
#       NOTES:  Units are in nanotesla
#
UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2019-01-30T14:23:49.452Z,-2.20218,1.90818,-0.0376463
2019-01-30T14:23:53.762Z,-2.29609,1.81580,0.0476063
2019-01-30T14:23:58.071Z,-2.30714,2.04778,-0.0815948
2019-01-30T14:24:02.381Z,-2.34467,1.93462,-0.108866
2019-01-30T14:24:06.690Z,-2.27470,2.16350,-0.214267
2019-01-30T14:24:11.000Z,-2.18364,2.01754,-0.285035
2019-01-30T14:24:15.310Z,-2.25173,1.96292,-0.163350
2019-01-30T14:24:19.619Z,-2.21535,2.10753,-0.119100
2019-01-30T14:24:23.929Z,-2.15986,2.12169,-0.200160
2019-01-30T14:24:28.238Z,-2.15320,1.99966,-0.195442
2019-01-30T14:24:32.548Z,-2.25742,2.17242,-0.158476
2019-01-30T14:24:36.858Z,-2.19747,1.95631,-0.147414
2019-01-30T14:24:41.167Z,-2.31063,2.16958,-0.156824
2019-01-30T14:24:45.477Z,-2.19284,2.14815,-0.184467
2019-01-30T14:24:49.786Z,-2.17532,2.01545,-0.192705
2019-01-30T14:24:54.096Z,-2.26621,2.19163,-0.236516
2019-01-30T14:24:58.405Z,-2.14324,2.00053,-0.217288
2019-01-30T14:25:02.715Z,-2.19827,2.09501,-0.278878
2019-01-30T14:25:07.025Z,-2.18045,2.13903,-0.317389
2019-01-30T14:25:11.334Z,-2.14141,1.95474,-0.236960
2019-01-30T14:25:15.644Z,-2.20395,1.95940,-0.178694
2019-01-30T14:25:19.953Z,-2.20404,2.18209,-0.315057
2019-01-30T14:25:24.263Z,-2.22816,2.21818,-0.341697
2019-01-30T14:25:28.573Z,-2.20755,2.27576,-0.267020
2019-01-30T14:25:32.882Z,-2.10076,2.06697,-0.283100
2019-01-30T14:25:37.192Z,-2.16610,2.02995,-0.214751
2019-01-30T14:25:41.501Z,-2.18776,2.22456,-0.233597
2019-01-30T14:25:45.811Z,-2.16608,2.08148,-0.297664
2019-01-30T14:25:50.120Z,-2.21238,2.30520,-0.372121
2019-01-30T14:25:54.430Z,-2.14765,2.03555,-0.299210
2019-01-30T14:25:58.740Z,-2.20671,2.02078,-0.334435
2019-01-30T14:26:03.049Z,-2.17390,2.16477,-0.406472
2019-01-30T14:26:07.359Z,-2.23059,1.98542,-0.304031
2019-01-30T14:26:11.668Z,-2.24430,2.17306,-0.250831
2019-01-30T14:26:15.978Z,-2.12674,2.02713,-0.328218
2019-01-30T14:26:20.288Z,-2.18490,2.02421,-0.314193
2019-01-30T14:26:24.597Z,-2.25052,2.10945,-0.388699
2019-01-30T14:26:28.907Z,-2.13472,2.30428,-0.453016
2019-01-30T14:26:33.216Z,-2.22262,1.85743,-0.267241
2019-01-30T14:26:37.526Z,-2.26892,2.08115,-0.341697
2019-01-30T14:26:41.835Z,-2.28165,1.91758,-0.345023
2019-01-30T14:26:46.145Z,-2.31575,2.07382,-0.314554
2019-01-30T14:26:50.455Z,-2.23280,2.19888,-0.352288
2019-01-30T14:26:54.764Z,-2.32044,1.88128,-0.280396
2019-01-30T14:26:59.074Z,-2.35171,1.98158,-0.254912
2019-01-30T14:27:03.383Z,-2.37281,1.88959,-0.232391
2019-01-30T14:27:07.693Z,-2.35388,1.97166,-0.169707
2019-01-30T14:27:12.003Z,-2.19084,2.26769,-0.345079
2019-01-30T14:27:16.312Z,-2.19474,2.07627,-0.369458
2019-01-30T14:27:20.622Z,-2.28281,2.14498,-0.335340
2019-01-30T14:27:24.931Z,-2.30088,1.94831,-0.223301
2019-01-30T14:27:29.241Z,-2.31282,2.01928,-0.313740
2019-01-30T14:27:33.550Z,-2.22777,2.25119,-0.444673
2019-01-30T14:27:37.860Z,-2.21675,1.92090,-0.313271
2019-01-30T14:27:42.170Z,-2.36085,2.04745,-0.436144
2019-01-30T14:27:46.479Z,-2.37196,1.88209,-0.390017
2019-01-30T14:27:50.789Z,-2.37546,1.99915,-0.301623
2019-01-30T14:27:55.098Z,-2.31791,2.06864,-0.392969
2019-01-30T14:27:59.408Z,-2.36362,2.17427,-0.307189
2019-01-30T14:28:03.718Z,-2.28593,2.07572,-0.382990
2019-01-30T14:28:08.027Z,-2.32490,1.96240,-0.284498
2019-01-30T14:28:12.337Z,-2.35174,2.05581,-0.300358
2019-01-30T14:28:16.646Z,-2.43400,1.94456,-0.388588
2019-01-30T14:28:20.956Z,-2.49657,2.04685,-0.335420
2019-01-30T14:28:25.265Z,-2.41203,1.97347,-0.319301
2019-01-30T14:28:29.575Z,-2.45552,1.87039,-0.348886
2019-01-30T14:28:33.885Z,-2.50032,2.01601,-0.337126
2019-01-30T14:28:38.194Z,-2.47319,1.95421,-0.430051
2019-01-30T14:28:42.504Z,-2.50124,2.10178,-0.391473
2019-01-30T14:28:46.813Z,-2.43920,2.01592,-0.433254
2019-01-30T14:28:51.123Z,-2.44564,1.94478,-0.419084
2019-01-30T14:28:55.433Z,-2.49854,2.11868,-0.447705
2019-01-30T14:28:59.742Z,-2.45885,2.01768,-0.375068
2019-01-30T14:29:04.052Z,-2.39029,2.10197,-0.430323
2019-01-30T14:29:08.361Z,-2.45021,2.00111,-0.469343
2019-01-30T14:29:12.671Z,-2.52795,1.90302,-0.389140
2019-01-30T14:29:16.980Z,-2.52203,2.16313,-0.439577
2019-01-30T14:29:21.290Z,-2.47673,2.14550,-0.387106
2019-01-30T14:29:25.600Z,-2.47593,2.18410,-0.466920
2019-01-30T14:29:29.909Z,-2.48174,1.90198,-0.451044
2019-01-30T14:29:34.219Z,-2.50504,2.07024,-0.396071
2019-01-30T14:29:38.528Z,-2.38520,2.00582,-0.431800
2019-01-30T14:29:42.838Z,-2.50670,2.16966,-0.450620
2019-01-30T14:29:47.148Z,-2.43030,2.19879,-0.520336
2019-01-30T14:29:51.457Z,-2.48921,1.93863,-0.456657
2019-01-30T14:29:55.767Z,-2.49236,1.99038,-0.469054
2019-01-30T14:30:00.076Z,-2.53151,1.99599,-0.343994
2019-01-30T14:30:04.386Z,-2.58877,2.20561,-0.451644
2019-01-30T14:30:08.695Z,-2.50575,1.96286,-0.431528
2019-01-30T14:30:13.005Z,-2.57663,2.06724,-0.470685
2019-01-30T14:30:17.315Z,-2.53839,1.84909,-0.474069
2019-01-30T14:30:21.624Z,-2.55998,1.87185,-0.442362
2019-01-30T14:30:25.934Z,-2.50572,2.06118,-0.433726
2019-01-30T14:30:30.243Z,-2.49650,1.85634,-0.488836
2019-01-30T14:30:34.553Z,-2.62500,2.01630,-0.567911
2019-01-30T14:30:38.862Z,-2.59323,1.82464,-0.562223
2019-01-30T14:30:43.172Z,-2.60616,1.75660,-0.579338
2019-01-30T14:30:47.482Z,-2.53376,1.97075,-0.632189
2019-01-30T14:30:51.791Z,-2.47939,1.98893,-0.570104
2019-01-30T14:30:56.101Z,-2.48967,1.96049,-0.605993
2019-01-30T14:31:00.410Z,-2.50158,1.93383,-0.691335
2019-01-30T14:31:04.720Z,-2.50179,1.95444,-0.662566
2019-01-30T14:31:09.030Z,-2.47534,1.75782,-0.664784
2019-01-30T14:31:13.339Z,-2.51528,1.92552,-0.630835
2019-01-30T14:31:17.649Z,-2.44143,1.93511,-0.471998
2019-01-30T14:31:21.958Z,-2.49654,1.92583,-0.370657
2019-01-30T14:31:26.268Z,-2.56941,2.03185,-0.643173
2019-01-30T14:31:30.577Z,-2.59241,2.11071,-0.732243
2019-01-30T14:31:34.887Z,-2.54720,2.16662,-0.728124
2019-01-30T14:31:39.197Z,-2.48145,1.96174,-0.683084
2019-01-30T14:31:43.506Z,-2.51312,2.13140,-0.723334
2019-01-30T14:31:47.816Z,-2.47325,2.10741,-0.684564
2019-01-30T14:31:52.125Z,-2.56151,1.87503,-0.486008
2019-01-30T14:31:56.435Z,-2.67524,1.90808,-0.479629
2019-01-30T14:32:00.745Z,-2.82419,1.85865,-0.373050
2019-01-30T14:32:05.054Z,-2.75698,1.99975,-0.546186
2019-01-30T14:32:09.364Z,-2.73961,1.93987,-0.605673
2019-01-30T14:32:13.673Z,-2.81050,2.03951,-0.481201
2019-01-30T14:32:17.983Z,-2.78940,1.73961,-0.489125
2019-01-30T14:32:22.292Z,-2.84787,1.95659,-0.623051
2019-01-30T14:32:26.602Z,-2.81833,1.66072,-0.696482
2019-01-30T14:32:30.912Z,-2.89574,1.79090,-0.729464
2019-01-30T14:32:35.221Z,-2.88822,1.70816,-0.801664
2019-01-30T14:32:39.531Z,-2.82633,1.69039,-0.731067
2019-01-30T14:32:43.840Z,-2.82967,1.81429,-0.797609
2019-01-30T14:32:48.150Z,-2.85152,1.83356,-0.780387
2019-01-30T14:32:52.460Z,-2.69019,1.89252,-0.815907
2019-01-30T14:32:56.769Z,-2.67601,1.71115,-0.843033
2019-01-30T14:33:01.079Z,-2.56576,2.08944,-0.770517
2019-01-30T14:33:05.388Z,-2.40842,2.01171,-0.653506
2019-01-30T14:33:09.698Z,-2.43758,2.12124,-0.716122
2019-01-30T14:33:14.007Z,-2.23115,1.96384,-0.703463
2019-01-30T14:33:18.317Z,-2.27525,2.14666,-0.777311
2019-01-30T14:33:22.627Z,-2.26250,1.94173,-0.719031
2019-01-30T14:33:26.936Z,-2.24171,2.08107,-0.841848
2019-01-30T14:33:31.246Z,-2.19475,2.15066,-0.844118
2019-01-30T14:33:35.555Z,-2.14090,2.20866,-0.730291
2019-01-30T14:33:39.865Z,-2.04457,2.28631,-0.762994
2019-01-30T14:33:44.174Z,-2.08984,2.26243,-0.627660
2019-01-30T14:33:48.484Z,-2.12076,2.25996,-0.681687
2019-01-30T14:33:52.794Z,-2.25135,2.30374,-0.769554
2019-01-30T14:33:57.103Z,-2.35829,2.33788,-0.714506
2019-01-30T14:34:01.413Z,-2.38053,2.25869,-0.878991
2019-01-30T14:34:05.722Z,-2.46047,2.20150,-0.799392
2019-01-30T14:34:10.032Z,-2.24177,2.25293,-0.892394
2019-01-30T14:34:14.342Z,-2.29026,2.36841,-0.879444
2019-01-30T14:34:18.651Z,-2.34792,2.05479,-0.867306
2019-01-30T14:34:22.961Z,-2.19722,2.18334,-0.695577
2019-01-30T14:34:27.270Z,-1.88385,2.46322,-0.529499
2019-01-30T14:34:31.580Z,-1.86376,2.36467,-0.395781
2019-01-30T14:34:35.889Z,-2.08381,2.15543,-0.617345
2019-01-30T14:34:40.199Z,-2.11811,2.11294,-0.591165
2019-01-30T14:34:44.509Z,-2.23107,2.28221,-0.669698
2019-01-30T14:34:48.818Z,-2.20638,2.44974,-0.618488
2019-01-30T14:34:53.128Z,-2.22817,2.30190,-0.714342
2019-01-30T14:34:57.437Z,-2.21846,2.36014,-0.731598
2019-01-30T14:35:01.747Z,-2.20547,2.48973,-0.692507
2019-01-30T14:35:06.057Z,-2.16474,2.29502,-0.661722
2019-01-30T14:35:10.366Z,-2.23957,2.40323,-0.735452
2019-01-30T14:35:14.676Z,-2.23032,2.12416,-0.745107
2019-01-30T14:35:18.985Z,-2.21436,2.33500,-0.728687
2019-01-30T14:35:23.295Z,-2.17666,2.45024,-0.692724
2019-01-30T14:35:27.604Z,-2.25530,2.31690,-0.702126
2019-01-30T14:35:31.914Z,-2.13775,2.13351,-0.758238
2019-01-30T14:35:36.224Z,-2.21646,2.15796,-0.756556
2019-01-30T14:35:40.533Z,-2.31421,2.25743,-0.809371
2019-01-30T14:35:44.843Z,-2.21440,2.34837,-0.793216
2019-01-30T14:35:49.152Z,-2.13735,2.25078,-0.801793
2019-01-30T14:35:53.462Z,-2.14662,2.07710,-0.796618
2019-01-30T14:35:57.772Z,-2.21930,2.36305,-0.839580
2019-01-30T14:36:02.081Z,-2.10075,2.20223,-0.738656
2019-01-30T14:36:06.391Z,-2.15455,2.38767,-0.776169
2019-01-30T14:36:10.700Z,-2.05708,2.20045,-0.797273
2019-01-30T14:36:15.010Z,-2.13986,2.32497,-0.841058
2019-01-30T14:36:19.319Z,-2.12423,2.06480,-0.784866
2019-01-30T14:36:23.629Z,-2.14576,2.35913,-0.800117
2019-01-30T14:36:27.939Z,-2.10808,2.20350,-0.714299
2019-01-30T14:36:32.248Z,-2.16693,2.38746,-0.745233
2019-01-30T14:36:36.558Z,-2.09763,2.05215,-0.724055
2019-01-30T14:36:40.867Z,-2.16333,2.23433,-0.806553
2019-01-30T14:36:45.177Z,-2.17006,2.10818,-0.723954
2019-01-30T14:36:49.486Z,-2.15569,2.43319,-0.820821
2019-01-30T14:36:53.796Z,-2.11285,2.28043,-0.735789
2019-01-30T14:36:58.106Z,-2.08889,2.45227,-0.786774
2019-01-30T14:37:02.415Z,-2.00745,2.40796,-0.820513
2019-01-30T14:37:06.725Z,-2.03177,2.29210,-0.770729
2019-01-30T14:37:11.034Z,-2.07665,2.31530,-0.800021
2019-01-30T14:37:15.344Z,-2.13958,2.19337,-0.800189
2019-01-30T14:37:19.654Z,-2.19160,2.08958,-0.933688
2019-01-30T14:37:23.963Z,-2.16832,2.30848,-0.839629
2019-01-30T14:37:28.273Z,-2.07678,2.43493,-0.770554
2019-01-30T14:37:32.582Z,-2.06932,2.34676,-0.682024
2019-01-30T14:37:36.892Z,-2.02017,2.31457,-0.702767
2019-01-30T14:37:41.201Z,-2.09649,2.42192,-0.653630
2019-01-30T14:37:45.511Z,-2.08445,2.29623,-0.740102
2019-01-30T14:37:49.821Z,-2.21121,2.47920,-0.723571
2019-01-30T14:37:54.130Z,-2.04731,2.52553,-0.697850
2019-01-30T14:37:58.440Z,-2.05056,2.36587,-0.647108
2019-01-30T14:38:02.749Z,-2.05843,2.29931,-0.670802
2019-01-30T14:38:07.059Z,-2.11995,2.34535,-0.680761
2019-01-30T14:38:11.369Z,-2.03165,2.35435,-0.745850
2019-01-30T14:38:15.678Z,-2.13089,2.37345,-0.898860
2019-01-30T14:38:19.988Z,-2.03893,2.08086,-0.934362
2019-01-30T14:38:24.297Z,-2.10062,2.29262,-0.837039
2019-01-30T14:38:28.607Z,-2.01210,2.15525,-0.802529
2019-01-30T14:38:32.916Z,-2.00053,2.28009,-0.903294
2019-01-30T14:38:37.226Z,-2.00749,2.04350,-0.932076
2019-01-30T14:38:41.536Z,-1.98779,2.22432,-0.933025
2019-01-30T14:38:45.845Z,-1.92061,2.06640,-0.933037
2019-01-30T14:38:50.155Z,-2.09386,2.16266,-0.928518
2019-01-30T14:38:54.464Z,-1.93969,2.04310,-0.985332
2019-01-30T14:38:58.774Z,-1.99001,2.18097,-0.993065
2019-01-30T14:39:03.083Z,-1.96713,2.07732,-0.950144
2019-01-30T14:39:07.393Z,-2.03099,2.22304,-0.950323
2019-01-30T14:39:11.703Z,-1.99827,2.05326,-0.790497
2019-01-30T14:39:16.012Z,-2.16771,2.22785,-0.700659
2019-01-30T14:39:20.322Z,-2.09867,2.16452,-0.478203
2019-01-30T14:39:24.631Z,-2.11719,2.22786,-0.707713
2019-01-30T14:39:28.941Z,-2.13770,1.95233,-0.809653
2019-01-30T14:39:33.251Z,-2.22804,2.18228,-0.743776
2019-01-30T14:39:37.560Z,-2.22630,1.99068,-0.844858
2019-01-30T14:39:41.870Z,-2.34725,2.03572,-0.706336
2019-01-30T14:39:46.179Z,-2.34077,1.83668,-0.667752
2019-01-30T14:39:50.489Z,-2.41006,1.99011,-0.743266
2019-01-30T14:39:54.798Z,-2.25795,2.03457,-0.756737
2019-01-30T14:39:59.108Z,-2.39626,2.17237,-0.845624
2019-01-30T14:40:03.418Z,-2.34051,2.01746,-0.864547
2019-01-30T14:40:07.727Z,-2.30910,2.04027,-0.846081
2019-01-30T14:40:12.037Z,-2.34567,2.03798,-0.823404
2019-01-30T14:40:16.346Z,-2.29777,2.25994,-0.963531
2019-01-30T14:40:20.656Z,-2.33659,2.29787,-0.944358
2019-01-30T14:40:24.965Z,-2.29828,2.32790,-1.03506
2019-01-30T14:40:29.275Z,-2.35958,2.39080,-1.09506
2019-01-30T14:40:33.585Z,-2.22862,2.39870,-0.906205
2019-01-30T14:40:37.894Z,-2.20888,2.30934,-0.854403
2019-01-30T14:40:42.204Z,-2.25772,2.11703,-0.951328
2019-01-30T14:40:46.513Z,-2.31474,2.23181,-1.04229
2019-01-30T14:40:50.823Z,-2.23797,2.06987,-1.08443
2019-01-30T14:40:55.133Z,-2.32547,2.09947,-1.09915
2019-01-30T14:40:59.442Z,-2.05357,2.12560,-1.07054
2019-01-30T14:41:03.752Z,-2.03097,2.29797,-0.992868
2019-01-30T14:41:08.061Z,-2.12296,1.88100,-0.973627
2019-01-30T14:41:12.371Z,-2.21461,1.96776,-0.851808
2019-01-30T14:41:16.680Z,-2.13058,1.98574,-0.866863
2019-01-30T14:41:20.990Z,-2.22491,1.85047,-1.21275
2019-01-30T14:41:25.300Z,-2.28776,1.65500,-1.16457
2019-01-30T14:41:29.609Z,-2.24838,1.75051,-1.28024
2019-01-30T14:41:33.919Z,-2.37076,1.75333,-1.26029
2019-01-30T14:41:38.228Z,-2.36659,1.98570,-1.24271
2019-01-30T14:41:42.538Z,-2.49406,2.08467,-1.22128
2019-01-30T14:41:46.848Z,-2.57007,1.92074,-1.37052
2019-01-30T14:41:51.157Z,-2.52615,2.03415,-1.48139
2019-01-30T14:41:55.467Z,-2.32518,2.38331,-1.46177
2019-01-30T14:41:59.776Z,-2.29267,2.38803,-1.52482
2019-01-30T14:42:04.086Z,-2.09980,2.20561,-1.21771
2019-01-30T14:42:08.395Z,-2.06132,2.07924,-1.31370
2019-01-30T14:42:12.705Z,-2.07038,1.89428,-1.23530
2019-01-30T14:42:17.015Z,-2.03051,2.06625,-1.20383
2019-01-30T14:42:21.324Z,-1.96629,1.83182,-1.34480
2019-01-30T14:42:25.634Z,-2.00543,2.02879,-1.49265
2019-01-30T14:42:29.943Z,-2.06707,1.84936,-1.37784
2019-01-30T14:42:34.253Z,-2.15444,2.18395,-1.29427
2019-01-30T14:42:38.562Z,-1.99147,2.06857,-1.23269
2019-01-30T14:42:42.872Z,-1.88628,2.20264,-1.22701
2019-01-30T14:42:47.182Z,-1.86253,2.14760,-1.15902
2019-01-30T14:42:51.491Z,-1.73179,2.17346,-1.07565
2019-01-30T14:42:55.801Z,-1.73174,2.06915,-1.03829
2019-01-30T14:43:00.110Z,-1.84138,2.04908,-1.33497
2019-01-30T14:43:04.420Z,-1.80079,2.22816,-1.39720
2019-01-30T14:43:08.730Z,-1.90243,2.26921,-1.20288
2019-01-30T14:43:13.039Z,-1.93504,2.30989,-1.06492
2019-01-30T14:43:17.349Z,-1.86272,2.22907,-1.11117
2019-01-30T14:43:21.658Z,-1.92907,2.16473,-1.03623
2019-01-30T14:43:25.968Z,-2.02734,2.10808,-1.03000
2019-01-30T14:43:30.277Z,-2.13439,2.08470,-1.16345
2019-01-30T14:43:34.587Z,-2.13755,1.90779,-1.31090
2019-01-30T14:43:38.897Z,-2.25687,2.10494,-1.37456
2019-01-30T14:43:43.206Z,-2.06076,2.19861,-1.34855
2019-01-30T14:43:47.516Z,-2.12481,2.24391,-1.35522
2019-01-30T14:43:51.825Z,-2.04708,2.15538,-1.32614
2019-01-30T14:43:56.135Z,-1.92422,1.96288,-1.31271
2019-01-30T14:44:00.444Z,-1.90769,2.10646,-1.22187
2019-01-30T14:44:04.754Z,-1.87525,2.07303,-1.26653
2019-01-30T14:44:09.064Z,-1.93228,2.15967,-1.23422
2019-01-30T14:44:13.373Z,-1.90351,2.48130,-1.26002
2019-01-30T14:44:17.683Z,-1.88099,2.47304,-1.10822
2019-01-30T14:44:21.992Z,-1.87979,2.45635,-1.18394
2019-01-30T14:44:26.302Z,-1.89979,2.40908,-1.09249
2019-01-30T14:44:30.612Z,-1.88441,2.63091,-0.903951
2019-01-30T14:44:34.921Z,-1.80866,2.60947,-0.823529
2019-01-30T14:44:39.231Z,-2.24102,2.30491,-1.03667
2019-01-30T14:44:43.540Z,-2.13775,2.36235,-1.05237
2019-01-30T14:44:47.850Z,-1.98952,2.49086,-0.874462
2019-01-30T14:44:52.159Z,-2.12440,2.45462,-0.808098
2019-01-30T14:44:56.469Z,-1.85054,2.39695,-0.903451
2019-01-30T14:45:00.779Z,-1.95262,2.49064,-0.847489
2019-01-30T14:45:05.088Z,-1.83068,2.57986,-0.895709
2019-01-30T14:45:09.398Z,-1.87663,2.66599,-0.894137
2019-01-30T14:45:13.707Z,-1.75467,2.61212,-0.950844
2019-01-30T14:45:18.017Z,-1.74028,2.63882,-0.871689
2019-01-30T14:45:22.326Z,-1.71449,2.58626,-0.798195
2019-01-30T14:45:26.636Z,-1.72850,2.75238,-0.899231
2019-01-30T14:45:30.946Z,-1.67958,2.60634,-0.800598
2019-01-30T14:45:35.255Z,-1.72715,2.75438,-0.648341
2019-01-30T14:45:39.565Z,-1.57593,2.89733,-0.660971
2019-01-30T14:45:43.874Z,-1.58925,2.62448,-0.831136
2019-01-30T14:45:48.184Z,-1.61445,2.78305,-0.936281
2019-01-30T14:45:52.494Z,-1.53145,2.61585,-0.894494
2019-01-30T14:45:56.803Z,-1.58806,2.81308,-0.873475
2019-01-30T14:46:01.113Z,-1.51315,2.79456,-0.901042
2019-01-30T14:46:05.422Z,-1.62400,2.90878,-0.855993
2019-01-30T14:46:09.732Z,-1.56330,2.79943,-0.873706
2019-01-30T14:46:14.041Z,-1.56164,2.64722,-0.926017
2019-01-30T14:46:18.351Z,-1.62123,2.67560,-0.894970
2019-01-30T14:46:22.661Z,-1.63305,2.62558,-0.959362
2019-01-30T14:46:26.970Z,-1.59688,2.86106,-1.01055
2019-01-30T14:46:31.280Z,-1.60523,2.74201,-0.892847
2019-01-30T14:46:35.589Z,-1.53995,2.84188,-0.994714
2019-01-30T14:46:39.899Z,-1.53928,2.88103,-0.948961
2019-01-30T14:46:44.208Z,-1.57049,2.81422,-1.03655
2019-01-30T14:46:48.518Z,-1.60281,2.77350,-1.00777
2019-01-30T14:46:52.828Z,-1.64137,2.57417,-1.03881
2019-01-30T14:46:57.137Z,-1.66938,2.69307,-1.18648
2019-01-30T14:47:01.447Z,-1.49116,2.81088,-1.13223
2019-01-30T14:47:05.756Z,-1.49151,2.68498,-1.18777
2019-01-30T14:47:10.066Z,-1.52504,2.90711,-1.24061
2019-01-30T14:47:14.376Z,-1.45649,2.72052,-1.24602
2019-01-30T14:47:18.685Z,-1.55520,2.77931,-1.22770
2019-01-30T14:47:22.995Z,-1.51607,2.65463,-1.25666
2019-01-30T14:47:27.304Z,-1.48530,2.85095,-1.21863
2019-01-30T14:47:31.614Z,-1.40433,2.93809,-1.17056
2019-01-30T14:47:35.923Z,-0.660892,2.75943,-0.543301
2019-01-30T14:47:40.233Z,-0.224822,3.00794,-0.522148
2019-01-30T14:47:44.543Z,-0.132434,2.74417,-0.0648739
2019-01-30T14:47:48.852Z,-0.445138,2.82779,-0.186595
2019-01-30T14:47:53.162Z,-0.416298,2.71407,-0.141361
2019-01-30T14:47:57.471Z,-0.539335,2.82956,-0.120919
2019-01-30T14:48:01.781Z,-0.468458,2.89773,-0.129420
2019-01-30T14:48:06.090Z,-0.557172,2.71534,-0.203477
2019-01-30T14:48:10.400Z,-0.767613,3.01571,-0.443601
2019-01-30T14:48:14.710Z,-1.15404,2.84436,-0.625251
2019-01-30T14:48:19.019Z,-1.39301,2.82853,-0.693726
2019-01-30T14:48:23.329Z,-1.38883,2.78807,-0.757645
2019-01-30T14:48:27.638Z,-1.47944,2.92834,-0.897047
2019-01-30T14:48:31.948Z,-1.47831,2.91289,-0.844299
2019-01-30T14:48:36.258Z,-1.27574,3.02421,-0.880914
2019-01-30T14:48:40.567Z,-1.32094,3.01510,-0.804317
2019-01-30T14:48:44.877Z,-1.29069,2.85935,-0.699941
2019-01-30T14:48:49.186Z,-1.36182,2.82989,-0.890831
2019-01-30T14:48:53.496Z,-1.45661,2.80059,-0.897379
2019-01-30T14:48:57.805Z,-1.40706,2.80407,-0.886856
2019-01-30T14:49:02.115Z,-1.33047,2.83793,-0.813626
2019-01-30T14:49:06.425Z,-1.28297,2.77007,-0.862544
2019-01-30T14:49:10.734Z,-1.30647,2.94961,-0.880793
2019-01-30T14:49:15.044Z,-1.23845,2.78878,-0.772818
2019-01-30T14:49:19.353Z,-1.28059,2.81551,-0.793811
2019-01-30T14:49:23.663Z,-1.19898,2.82008,-0.738148
2019-01-30T14:49:27.972Z,-1.16400,2.82943,-0.541761
2019-01-30T14:49:32.282Z,-0.698871,2.97633,-0.361797
2019-01-30T14:49:36.592Z,-0.864718,2.97439,-0.373633
2019-01-30T14:49:40.901Z,-0.923092,2.96868,-0.371193
2019-01-30T14:49:45.211Z,-0.792366,2.84274,-0.334075
2019-01-30T14:49:49.520Z,-0.911128,2.98671,-0.384946
2019-01-30T14:49:53.830Z,-1.10766,3.09749,-0.503055
2019-01-30T14:49:58.140Z,-1.20396,2.80787,-0.532776
2019-01-30T14:50:02.449Z,-1.28062,3.09028,-0.580940
2019-01-30T14:50:06.759Z,-1.21729,2.90012,-0.588455
2019-01-30T14:50:11.068Z,-1.20720,3.02410,-0.566354
2019-01-30T14:50:15.378Z,-1.19954,3.10194,-0.615883
2019-01-30T14:50:19.687Z,-1.22190,2.79727,-0.655593
2019-01-30T14:50:23.997Z,-1.32145,2.90577,-0.664555
