#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         THEMIS
#     SOURCE_NAME                     THB>Themis Probe B
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       FGM
#     DESCRIPTOR                      L2>L2 DATA
#     DATA_VERSION                    1
#     PI_NAME                         V. Angelopoulos, U. Auster & K.H. Glassmeier and W. Baumjohann
#     PI_AFFILIATION                  UCB, TUBS and IWF respectively, NASA NAS5-02099
#     TITLE                           Fluxgate Magnetometer Measurements
#     TEXT                            Sensor and electronics design provided by TUBS (Glassmeier, Auster) and IWF                            
#                                      (Baumjohann, Magnes)                                                                                  
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   THEMIS
#                                     ARTEMIS
#     LOGICAL_SOURCE                  thb_l2_fgm
#     LOGICAL_FILE_ID                 thb_l2_fgm_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Spacecraft-collected fluxgate magnetometer, Decimated TeleMetry High, DSL, GSE                         
#                                      and GSM coordinates                                                                                   
#     TIME_RESOLUTION                 1/4-1/128s
#     RULES_OF_USE                    Open Data for Scientific Use
#     GENERATED_BY                    THEMIS SOC
#     GENERATION_DATE                 Fri Jul 12 23:51:58 2019
#     ACKNOWLEDGEMENT                 NASA Contract NAS5-02099
#     MODS                            Rev- 2006-09-18
#     ADID_REF                        NSSD0110
#     LINK_TEXT                       THEMIS FGM
#                                     Higher resolution data and analysis s/w from
#                                     Detailed description of the
#     LINK_TITLE                      Processing History
#                                     THEMIS mission website
#                                     FGM instrument
#     HTTP_LINK                       http://themis.ssl.berkeley.edu/fgm_proc_history.shtml
#                                     http://themis.ssl.berkeley.edu/
#                                     http://themis.ssl.berkeley.edu/instrument_fgm.shtml
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     CAVEATS                         See THEMIS website for caveats
#     VALIDITY                        to be validated
#     VALIDATOR                       tbd
#     VALIDATE                        Compatible with the ISTP CDF Standards
#     INST_MOD                        THM>xxxx
#     PARENTS                         xxxx
#     INST_SETTINGS                   Not used
#     SOFTWARE_VERSION                26797
#     SPASE_DATASETRESOURCEID         spase://VSPO/NumericalData/THEMIS/B/FGM/PT0.0078125S
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. thb_fgs_epoch
#  2. ---- FGS (spin-resolution/~3 sec) magnetic  field B in XYZ GSE Coordinates
#       NOTES:  Units are in nanotesla
#
UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2019-01-30T14:02:55.363Z,-1.12344,2.30768,-0.950575
2019-01-30T14:02:59.672Z,-1.19382,2.34411,-0.918210
2019-01-30T14:03:03.982Z,-1.29084,2.46267,-0.828484
2019-01-30T14:03:08.292Z,-1.21726,2.27150,-0.743957
2019-01-30T14:03:12.601Z,-1.18241,2.24409,-0.829967
2019-01-30T14:03:16.911Z,-1.30696,2.42361,-0.834121
2019-01-30T14:03:21.220Z,-1.51450,2.43054,-0.700201
2019-01-30T14:03:25.530Z,-1.52891,2.42118,-0.642502
2019-01-30T14:03:29.840Z,-1.58388,2.50361,-0.572435
2019-01-30T14:03:34.149Z,-1.49064,2.36890,-0.661271
2019-01-30T14:03:38.459Z,-1.60604,2.21506,-0.481133
2019-01-30T14:03:42.768Z,-1.68601,2.41872,-0.556287
2019-01-30T14:03:47.078Z,-1.52907,2.46988,-0.553047
2019-01-30T14:03:51.387Z,-1.48749,2.38865,-0.460674
2019-01-30T14:03:55.697Z,-1.61798,2.22781,-0.456392
2019-01-30T14:04:00.007Z,-1.62277,2.35822,-0.429438
2019-01-30T14:04:04.316Z,-1.53869,2.22510,-0.487833
2019-01-30T14:04:08.626Z,-1.46951,2.27232,-0.705858
2019-01-30T14:04:12.935Z,-1.09353,2.63059,-0.851003
2019-01-30T14:04:17.245Z,-0.863841,2.72426,-1.03406
2019-01-30T14:04:21.555Z,-0.826409,2.54649,-1.16671
2019-01-30T14:04:25.864Z,-0.866176,2.52508,-1.28040
2019-01-30T14:04:30.174Z,-0.901836,2.64230,-1.10869
2019-01-30T14:04:34.483Z,-0.891142,2.62952,-1.13033
2019-01-30T14:04:38.793Z,-0.973260,2.49222,-1.08661
2019-01-30T14:04:43.103Z,-1.04281,2.45555,-1.06732
2019-01-30T14:04:47.412Z,-1.18411,2.56557,-1.08511
2019-01-30T14:04:51.722Z,-1.08943,2.46507,-1.09023
2019-01-30T14:04:56.031Z,-1.13232,2.42118,-1.17086
2019-01-30T14:05:00.341Z,-1.16541,2.60474,-1.14699
2019-01-30T14:05:04.650Z,-1.11579,2.57883,-1.14165
2019-01-30T14:05:08.960Z,-0.975434,2.43551,-1.08211
2019-01-30T14:05:13.270Z,-1.01536,2.45879,-1.12378
2019-01-30T14:05:17.579Z,-1.11839,2.56333,-1.07963
2019-01-30T14:05:21.889Z,-1.01669,2.64664,-1.10152
2019-01-30T14:05:26.198Z,-0.966577,2.44513,-1.12444
2019-01-30T14:05:30.508Z,-0.993643,2.49829,-1.13062
2019-01-30T14:05:34.818Z,-1.07475,2.62171,-1.12206
2019-01-30T14:05:39.127Z,-1.04719,2.43974,-1.06344
2019-01-30T14:05:43.437Z,-1.05999,2.40122,-1.19803
2019-01-30T14:05:47.746Z,-1.10705,2.54959,-1.16850
2019-01-30T14:05:52.056Z,-1.01922,2.62251,-1.13858
2019-01-30T14:05:56.365Z,-1.01494,2.44097,-1.14096
2019-01-30T14:06:00.675Z,-1.00571,2.47887,-1.12266
2019-01-30T14:06:04.985Z,-1.07919,2.56774,-1.09979
2019-01-30T14:06:09.294Z,-0.997367,2.58917,-1.09417
2019-01-30T14:06:13.604Z,-1.01232,2.40564,-1.11718
2019-01-30T14:06:17.913Z,-1.07198,2.42261,-1.07419
2019-01-30T14:06:22.223Z,-0.971077,2.58641,-1.11237
2019-01-30T14:06:26.533Z,-1.00301,2.39340,-1.01016
2019-01-30T14:06:30.842Z,-1.05423,2.51942,-1.06715
2019-01-30T14:06:35.152Z,-1.16617,2.59024,-1.02392
2019-01-30T14:06:39.461Z,-1.06976,2.57097,-1.04862
2019-01-30T14:06:43.771Z,-1.11201,2.46790,-1.08130
2019-01-30T14:06:48.081Z,-1.08074,2.48193,-1.03925
2019-01-30T14:06:52.390Z,-1.16704,2.59510,-1.00054
2019-01-30T14:06:56.700Z,-1.09114,2.63397,-1.02660
2019-01-30T14:07:01.009Z,-1.08381,2.43676,-1.04365
2019-01-30T14:07:05.319Z,-1.15168,2.37559,-1.01238
2019-01-30T14:07:09.628Z,-1.10169,2.61137,-0.974983
2019-01-30T14:07:13.938Z,-1.11882,2.59048,-0.960446
2019-01-30T14:07:18.248Z,-1.06574,2.44681,-1.04640
2019-01-30T14:07:22.557Z,-1.12351,2.41868,-1.02019
2019-01-30T14:07:26.867Z,-1.05185,2.64912,-0.938981
2019-01-30T14:07:31.176Z,-1.06821,2.49356,-0.959500
2019-01-30T14:07:35.486Z,-1.08032,2.44336,-0.962529
2019-01-30T14:07:39.796Z,-1.13183,2.58190,-0.964277
2019-01-30T14:07:44.105Z,-1.16585,2.59707,-0.872270
2019-01-30T14:07:48.415Z,-1.15591,2.37121,-0.897807
2019-01-30T14:07:52.724Z,-1.21063,2.43240,-0.920739
2019-01-30T14:07:57.034Z,-1.20456,2.58960,-0.928020
2019-01-30T14:08:01.344Z,-1.11761,2.58312,-0.934167
2019-01-30T14:08:05.653Z,-1.10994,2.48840,-0.936040
2019-01-30T14:08:09.963Z,-1.14508,2.36721,-0.943027
2019-01-30T14:08:14.272Z,-1.24826,2.53051,-0.888481
2019-01-30T14:08:18.582Z,-1.18069,2.54334,-0.883596
2019-01-30T14:08:22.891Z,-1.16920,2.42669,-0.929311
2019-01-30T14:08:27.201Z,-1.24193,2.41099,-0.933411
2019-01-30T14:08:31.511Z,-1.25776,2.47506,-0.859635
2019-01-30T14:08:35.820Z,-1.17623,2.48562,-0.839127
2019-01-30T14:08:40.130Z,-1.19678,2.45213,-0.870551
2019-01-30T14:08:44.439Z,-1.22786,2.58531,-0.825390
2019-01-30T14:08:48.749Z,-1.10209,2.58769,-0.769994
2019-01-30T14:08:53.059Z,-1.27959,2.39671,-0.837317
2019-01-30T14:08:57.368Z,-1.32608,2.30868,-0.916460
2019-01-30T14:09:01.678Z,-1.50445,2.45691,-0.856925
2019-01-30T14:09:05.987Z,-1.38724,2.53348,-0.886672
2019-01-30T14:09:10.297Z,-1.45226,2.27797,-0.909846
2019-01-30T14:09:14.606Z,-1.37315,2.28517,-0.897686
2019-01-30T14:09:18.916Z,-1.51719,2.42439,-0.781419
2019-01-30T14:09:23.226Z,-1.45733,2.41956,-0.772144
2019-01-30T14:09:27.535Z,-1.36510,2.27960,-0.819844
2019-01-30T14:09:31.845Z,-1.37999,2.29004,-0.797560
2019-01-30T14:09:36.154Z,-1.52937,2.42033,-0.890587
2019-01-30T14:09:40.464Z,-1.52112,2.44968,-0.968313
2019-01-30T14:09:44.774Z,-1.46072,2.25389,-0.992804
2019-01-30T14:09:49.083Z,-1.44432,2.27238,-1.01595
2019-01-30T14:09:53.393Z,-1.53441,2.43224,-0.887229
2019-01-30T14:09:57.702Z,-1.43120,2.45151,-0.884541
2019-01-30T14:10:02.012Z,-1.34293,2.30666,-0.881940
2019-01-30T14:10:06.322Z,-1.49709,2.25840,-0.941109
2019-01-30T14:10:10.631Z,-1.48594,2.40035,-0.904958
2019-01-30T14:10:14.941Z,-1.55402,2.45144,-0.937479
2019-01-30T14:10:19.250Z,-1.46601,2.28103,-0.922591
2019-01-30T14:10:23.560Z,-1.48113,2.31744,-0.970934
2019-01-30T14:10:27.869Z,-1.52662,2.41785,-0.908431
2019-01-30T14:10:32.179Z,-1.54815,2.41122,-0.881919
2019-01-30T14:10:36.489Z,-1.36902,2.35103,-0.990248
2019-01-30T14:10:40.798Z,-1.24805,2.34878,-1.06548
2019-01-30T14:10:45.108Z,-1.07522,2.41950,-1.14081
2019-01-30T14:10:49.417Z,-0.911780,2.45023,-1.24315
2019-01-30T14:10:53.727Z,-0.853679,2.43839,-1.19843
2019-01-30T14:10:58.037Z,-0.766703,2.58844,-1.32196
2019-01-30T14:11:02.346Z,-0.650247,2.67061,-1.38677
2019-01-30T14:11:06.656Z,-0.580384,2.50146,-1.31974
2019-01-30T14:11:10.965Z,-0.753105,2.43213,-1.23860
2019-01-30T14:11:15.275Z,-0.728140,2.64062,-1.19419
2019-01-30T14:11:19.584Z,-0.674174,2.68135,-1.27855
2019-01-30T14:11:23.894Z,-0.680539,2.51329,-1.25638
2019-01-30T14:11:28.204Z,-0.846786,2.39408,-1.22468
2019-01-30T14:11:32.513Z,-0.915820,2.53692,-1.22408
2019-01-30T14:11:36.823Z,-0.761934,2.73085,-1.26741
2019-01-30T14:11:41.132Z,-0.776538,2.50068,-1.18722
2019-01-30T14:11:45.442Z,-0.897255,2.44156,-1.13402
2019-01-30T14:11:49.752Z,-0.915976,2.55823,-1.19241
2019-01-30T14:11:54.061Z,-0.813320,2.66816,-1.22379
2019-01-30T14:11:58.371Z,-0.815791,2.49557,-1.16995
2019-01-30T14:12:02.680Z,-0.995880,2.41748,-1.16936
2019-01-30T14:12:06.990Z,-0.965599,2.56074,-1.23810
2019-01-30T14:12:11.299Z,-0.971851,2.65088,-1.19837
2019-01-30T14:12:15.609Z,-0.973956,2.43637,-1.20496
2019-01-30T14:12:19.919Z,-1.00820,2.37592,-1.37987
2019-01-30T14:12:24.228Z,-0.940989,2.55907,-1.30866
2019-01-30T14:12:28.538Z,-0.930170,2.59922,-1.40743
2019-01-30T14:12:32.847Z,-0.917308,2.40975,-1.40498
2019-01-30T14:12:37.157Z,-1.10794,2.37926,-1.23170
2019-01-30T14:12:41.467Z,-1.08789,2.50410,-1.23145
2019-01-30T14:12:45.776Z,-1.06529,2.50866,-1.26975
2019-01-30T14:12:50.086Z,-1.06953,2.39662,-1.25497
2019-01-30T14:12:54.395Z,-1.16422,2.33125,-1.23445
2019-01-30T14:12:58.705Z,-1.00385,2.55955,-1.26778
2019-01-30T14:13:03.015Z,-0.945148,2.56011,-1.35482
2019-01-30T14:13:07.324Z,-0.906049,2.36719,-1.37348
2019-01-30T14:13:11.634Z,-0.941249,2.35963,-1.31584
2019-01-30T14:13:15.943Z,-1.00743,2.54486,-1.32243
2019-01-30T14:13:20.253Z,-0.951730,2.42199,-1.20189
2019-01-30T14:13:24.562Z,-1.12855,2.51763,-1.31367
2019-01-30T14:13:28.872Z,-1.03083,2.46899,-1.34666
2019-01-30T14:13:33.182Z,-1.09417,2.47252,-1.22987
2019-01-30T14:13:37.491Z,-1.19618,2.51343,-1.21946
2019-01-30T14:13:41.801Z,-1.24328,2.51668,-1.26844
2019-01-30T14:13:46.110Z,-1.28531,2.31139,-1.25507
2019-01-30T14:13:50.420Z,-1.33285,2.21207,-1.25789
2019-01-30T14:13:54.730Z,-1.37314,2.42774,-1.26001
2019-01-30T14:13:59.039Z,-1.29744,2.39628,-1.28447
2019-01-30T14:14:03.349Z,-1.42249,2.18230,-1.34108
2019-01-30T14:14:07.658Z,-1.55090,2.12959,-1.24022
2019-01-30T14:14:11.968Z,-1.50392,2.30621,-1.32956
2019-01-30T14:14:16.277Z,-1.38510,2.35360,-1.42896
2019-01-30T14:14:20.587Z,-1.46644,2.10235,-1.33024
2019-01-30T14:14:24.897Z,-1.54440,2.15463,-1.33221
2019-01-30T14:14:29.206Z,-1.50078,2.32200,-1.33035
2019-01-30T14:14:33.516Z,-1.41132,2.30890,-1.37174
2019-01-30T14:14:37.825Z,-1.50155,2.18449,-1.37389
2019-01-30T14:14:42.135Z,-1.53735,2.09034,-1.32299
2019-01-30T14:14:46.445Z,-1.55360,2.32539,-1.30262
2019-01-30T14:14:50.754Z,-1.43913,2.38371,-1.34325
2019-01-30T14:14:55.064Z,-1.45524,2.22631,-1.43385
2019-01-30T14:14:59.373Z,-1.52049,2.12850,-1.44591
2019-01-30T14:15:03.683Z,-1.43578,2.34084,-1.59972
2019-01-30T14:15:07.992Z,-1.36024,2.42295,-1.49822
2019-01-30T14:15:12.302Z,-1.31912,2.39612,-0.799641
2019-01-30T14:15:16.612Z,-1.41121,2.32415,-0.691741
2019-01-30T14:15:20.921Z,-1.39150,2.54511,-0.702351
2019-01-30T14:15:25.231Z,-1.32731,2.55405,-0.705668
2019-01-30T14:15:29.540Z,-1.34003,2.31893,-0.713237
2019-01-30T14:15:33.850Z,-1.44196,2.32445,-0.734175
2019-01-30T14:15:38.160Z,-1.46462,2.54796,-0.870327
2019-01-30T14:15:42.469Z,-1.43827,2.45495,-0.912805
2019-01-30T14:15:46.779Z,-1.43464,2.52322,-1.05500
2019-01-30T14:15:51.088Z,-1.35312,2.31311,-1.13468
2019-01-30T14:15:55.398Z,-1.39975,2.27243,-1.00754
2019-01-30T14:15:59.707Z,-1.42028,2.45160,-0.973639
2019-01-30T14:16:04.017Z,-1.38690,2.54373,-0.965757
2019-01-30T14:16:08.327Z,-1.31709,2.41002,-0.990031
2019-01-30T14:16:12.636Z,-1.46119,2.22154,-1.00951
2019-01-30T14:16:16.946Z,-1.46151,2.34910,-1.00647
2019-01-30T14:16:21.255Z,-1.36309,2.49413,-1.05849
2019-01-30T14:16:25.565Z,-1.28777,2.39825,-1.05518
2019-01-30T14:16:29.875Z,-1.38336,2.23207,-1.04104
2019-01-30T14:16:34.184Z,-1.45755,2.27177,-1.16882
2019-01-30T14:16:38.494Z,-1.36936,2.45322,-1.15890
2019-01-30T14:16:42.803Z,-1.39323,2.36839,-1.15951
2019-01-30T14:16:47.113Z,-1.40471,2.30717,-1.15070
2019-01-30T14:16:51.423Z,-1.45993,2.20423,-1.14945
2019-01-30T14:16:55.732Z,-1.61994,2.26902,-1.00885
2019-01-30T14:17:00.042Z,-1.54112,2.34297,-1.07406
2019-01-30T14:17:04.351Z,-1.63421,2.19957,-1.02867
2019-01-30T14:17:08.661Z,-1.71815,2.06391,-0.911719
2019-01-30T14:17:12.970Z,-1.64984,2.18218,-1.00274
2019-01-30T14:17:17.280Z,-1.54897,2.44432,-1.22707
2019-01-30T14:17:21.590Z,-1.31533,2.31278,-1.29470
2019-01-30T14:17:25.899Z,-1.46553,2.19846,-1.22154
2019-01-30T14:17:30.209Z,-1.47719,2.33177,-1.28713
2019-01-30T14:17:34.518Z,-1.48408,2.43762,-1.30021
2019-01-30T14:17:38.828Z,-1.49602,2.37548,-1.29424
2019-01-30T14:17:43.138Z,-1.53230,2.22955,-1.22167
2019-01-30T14:17:47.447Z,-1.45667,2.41810,-1.33280
2019-01-30T14:17:51.757Z,-1.52808,2.34828,-1.26872
2019-01-30T14:17:56.066Z,-1.56434,2.44649,-1.30089
2019-01-30T14:18:00.376Z,-1.50012,2.28557,-1.24494
2019-01-30T14:18:04.685Z,-1.55142,2.17074,-1.12133
2019-01-30T14:18:08.995Z,-1.65603,2.29983,-1.15050
2019-01-30T14:18:13.305Z,-1.58839,2.35214,-1.09686
2019-01-30T14:18:17.614Z,-1.55286,2.21472,-1.04911
2019-01-30T14:18:21.924Z,-1.71512,2.07831,-0.918298
2019-01-30T14:18:26.233Z,-1.62211,2.35478,-1.06010
2019-01-30T14:18:30.543Z,-1.50449,2.37474,-1.15288
2019-01-30T14:18:34.853Z,-1.47238,2.24347,-1.19238
2019-01-30T14:18:39.162Z,-1.54309,2.21886,-1.17905
2019-01-30T14:18:43.472Z,-1.63712,2.31971,-1.17402
2019-01-30T14:18:47.781Z,-1.57848,2.30684,-1.13519
2019-01-30T14:18:52.091Z,-1.51036,2.43971,-1.22359
2019-01-30T14:18:56.400Z,-1.44677,2.26844,-1.27243
2019-01-30T14:19:00.710Z,-1.44190,2.16011,-1.20353
2019-01-30T14:19:05.020Z,-1.49699,2.38698,-1.30311
2019-01-30T14:19:09.329Z,-1.38400,2.43711,-1.31416
2019-01-30T14:19:13.639Z,-1.35674,2.32587,-1.31548
2019-01-30T14:19:17.948Z,-1.49726,2.23502,-1.28800
2019-01-30T14:19:22.258Z,-1.45258,2.36957,-1.37024
2019-01-30T14:19:26.568Z,-1.32385,2.43248,-1.42757
2019-01-30T14:19:30.877Z,-1.36235,2.27864,-1.38372
2019-01-30T14:19:35.187Z,-1.46330,2.32949,-1.33281
2019-01-30T14:19:39.496Z,-1.46518,2.25753,-1.27254
2019-01-30T14:19:43.806Z,-1.47524,2.39171,-1.27705
2019-01-30T14:19:48.115Z,-1.39682,2.47547,-1.35995
2019-01-30T14:19:52.425Z,-1.40239,2.35401,-1.38274
2019-01-30T14:19:56.735Z,-1.44970,2.22804,-1.31784
2019-01-30T14:20:01.044Z,-1.52988,2.37205,-1.34491
2019-01-30T14:20:05.354Z,-1.41792,2.48849,-1.37189
2019-01-30T14:20:09.663Z,-1.45938,2.32901,-1.40634
2019-01-30T14:20:13.973Z,-1.46684,2.35965,-1.43811
2019-01-30T14:20:18.283Z,-1.43711,2.27053,-1.47238
2019-01-30T14:20:22.592Z,-1.49950,2.36019,-1.35180
2019-01-30T14:20:26.902Z,-1.56478,2.52184,-1.34046
2019-01-30T14:20:31.211Z,-1.49736,2.36806,-1.32307
2019-01-30T14:20:35.521Z,-1.57675,2.24901,-1.32977
2019-01-30T14:20:39.830Z,-1.55294,2.38865,-1.33622
2019-01-30T14:20:44.140Z,-1.51594,2.57041,-1.37756
2019-01-30T14:20:48.450Z,-1.43617,2.33255,-1.38922
2019-01-30T14:20:52.759Z,-1.42427,2.41743,-1.41906
2019-01-30T14:20:57.069Z,-1.46649,2.37254,-1.38296
2019-01-30T14:21:01.378Z,-1.67723,2.35825,-1.08751
2019-01-30T14:21:05.688Z,-1.74475,2.36609,-0.818381
2019-01-30T14:21:09.998Z,-1.92930,2.11023,-0.535784
2019-01-30T14:21:14.307Z,-1.96594,1.99960,-0.615798
2019-01-30T14:21:18.617Z,-1.94829,2.15323,-0.729733
2019-01-30T14:21:22.926Z,-1.81864,2.39327,-1.00139
2019-01-30T14:21:27.236Z,-1.73278,2.21366,-1.08236
2019-01-30T14:21:31.545Z,-1.74581,2.25857,-1.03775
2019-01-30T14:21:35.855Z,-1.77942,2.28390,-0.656942
2019-01-30T14:21:40.165Z,-1.62374,2.49510,-1.42799
2019-01-30T14:21:44.474Z,-1.56701,2.43389,-2.08570
2019-01-30T14:21:48.784Z,-1.41543,2.26669,-1.97464
2019-01-30T14:21:53.093Z,-1.78316,2.21520,-1.49876
2019-01-30T14:21:57.403Z,-1.72796,2.25595,-1.58621
2019-01-30T14:22:01.713Z,-1.64185,2.35798,-1.48663
2019-01-30T14:22:06.022Z,-1.90408,2.42456,-0.645603
2019-01-30T14:22:10.332Z,-1.92842,2.21512,-0.757246
2019-01-30T14:22:14.641Z,-1.94251,1.97311,-0.422830
2019-01-30T14:22:18.951Z,-2.06004,2.09160,-0.219275
2019-01-30T14:22:23.260Z,-2.00918,2.15666,-0.189866
2019-01-30T14:22:27.570Z,-2.07199,2.11104,-0.226800
2019-01-30T14:22:31.880Z,-2.22312,1.81827,-0.00644322
2019-01-30T14:22:36.189Z,-2.31503,1.94834,0.181599
2019-01-30T14:22:40.499Z,-2.26880,1.87307,0.165148
2019-01-30T14:22:44.808Z,-2.16914,2.12989,-0.140660
2019-01-30T14:22:49.118Z,-2.13864,1.96355,0.0398400
2019-01-30T14:22:53.428Z,-2.26612,1.61910,0.158772
2019-01-30T14:22:57.737Z,-2.36545,1.94040,0.0924556
2019-01-30T14:23:02.047Z,-2.26369,2.02441,0.0734564
2019-01-30T14:23:06.356Z,-2.34268,1.76042,0.172142
2019-01-30T14:23:10.666Z,-2.27156,1.93445,0.00940608
2019-01-30T14:23:14.975Z,-2.31035,1.87475,0.0336751
2019-01-30T14:23:19.285Z,-2.27924,2.01509,0.0729158
2019-01-30T14:23:23.595Z,-2.25087,2.09105,0.0847806
2019-01-30T14:23:27.904Z,-2.25810,1.86030,0.143506
2019-01-30T14:23:32.214Z,-2.34672,1.82372,0.150854
2019-01-30T14:23:36.523Z,-2.29169,2.12588,0.0342210
2019-01-30T14:23:40.833Z,-2.27668,2.10483,-0.0345638
2019-01-30T14:23:45.143Z,-2.23196,2.07953,-0.0139597
